beex,beey,index
315.71402740478516,370.3803024291992,86
317.6177520751953,377.69117736816406,87
320.12950134277344,384.81336212158203,88
325.55265045166016,389.30555725097656,89
332.7050247192383,391.7352981567383,90
340.0152130126953,393.64266204833984,91
347.4283752441406,395.10015869140625,92
354.91363525390625,396.1253433227539,93
362.44519805908203,396.72144317626953,94
369.99852752685547,396.8870391845703,95
377.5492477416992,396.6263198852539,96
385.0730743408203,395.9393768310547,97
392.5449676513672,394.8212661743164,98
399.93920135498047,393.27056884765625,99
407.2300262451172,391.2899627685547,100
414.3926086425781,388.88624572753906,101
421.4033966064453,386.07047271728516,102
428.2412872314453,382.8575210571289,103
432.7681121826172,386.8499526977539,104
437.6980438232422,392.55753326416016,105
443.7141571044922,397.1067886352539,106
450.5118103027344,400.3808059692383,107
457.77391052246094,402.44007873535156,108
465.2567901611328,403.45237731933594,109
472.8076934814453,403.6267395019531,110
480.3265075683594,402.93004608154297,111
487.6761779785156,401.2059020996094,112
494.65574645996094,398.33494567871094,113
501.0192565917969,394.2800979614258,114
506.5343933105469,389.13048553466797,115
511.05641174316406,383.0881652832031,116
514.5586242675781,376.4005813598633,117
517.1233825683594,369.29808044433594,118
518.885498046875,361.9534683227539,119
519.9793701171875,354.4790573120117,120
520.5192565917969,346.9435806274414,121
520.5970306396484,339.38878631591797,122
520.2862091064453,331.83980560302734,123
519.6437377929688,324.3114242553711,124
518.7147064208984,316.81307220458984,125
517.5340881347656,309.34999084472656,126
516.1304931640625,301.92554473876953,127
514.5263977050781,294.54195404052734,128
512.7398376464844,287.20020294189453,129
515.7581939697266,280.33301544189453,130
518.8049774169922,273.41844940185547,131
521.714111328125,266.44483184814453,132
524.4895782470703,259.4169692993164,133
527.0323181152344,252.3026351928711,134
529.10791015625,245.0387725830078,135
530.6085968017578,237.6355209350586,136
531.4065246582031,230.12496948242188,137
531.3506774902344,222.57386016845703,138
530.2830352783203,215.10018157958984,139
535.2282104492188,211.08163452148438,140
542.5618591308594,209.3142318725586,141
550.0999450683594,209.02445602416992,142
557.5342102050781,210.28929138183594,143
564.4367370605469,213.3041229248047,144
569.9077453613281,218.42972564697266,145
571.505615234375,225.64854431152344,146
568.7737731933594,232.63356018066406,147
565.4429473876953,239.30487060546875,148
567.6305541992188,246.30838012695312,149
574.3042907714844,249.3556671142578,150
581.0286102294922,246.42433166503906,151
585.2159118652344,240.14786529541016,152
588.1853790283203,233.21361541748047,153
589.5444793701172,225.79972076416016,154
588.9730072021484,218.28761291503906,155
586.4474334716797,211.18894577026367,156
582.2178344726562,204.9504737854004,157
492.6420440673828,377.6621780395508,158
486.6797637939453,382.24908447265625,159
479.5959167480469,384.80677032470703,160
472.0981140136719,385.6450958251953,161
464.55531311035156,385.29893493652344,162
457.1903533935547,383.68028259277344,163
450.6244201660156,380.0281982421875,164
446.09169006347656,374.0542449951172,165
443.81935119628906,366.8597106933594,166
442.964111328125,359.3610153198242,167
443.1507873535156,351.81116485595703,168
444.02928161621094,344.3080520629883,169
445.41200256347656,336.88063049316406,170
447.2036895751953,329.5408477783203,171
449.3055114746094,322.2833251953125,172
451.6528778076172,315.1012878417969,173
454.20252990722656,307.9885787963867,174
456.922607421875,300.9391326904297,175
459.79136657714844,293.9488983154297,176
462.7917785644531,287.01407623291016,177
465.91363525390625,280.13301849365234,178
469.1482391357422,273.3043746948242,179
472.4840545654297,266.5243682861328,180
475.91783142089844,259.7935256958008,181
479.44911193847656,253.1134262084961,182
482.9093475341797,252.73121643066406,183
485.57554626464844,259.8010787963867,184
488.06394958496094,266.9356002807617,185
490.38641357421875,274.1258544921875,186
492.5467834472656,281.36641693115234,187
494.5434112548828,288.6538314819336,188
496.3692932128906,295.98585510253906,189
498.01243591308594,303.36104583740234,190
499.4560852050781,310.77782440185547,191
500.67689514160156,318.23431396484375,192
501.6409454345703,325.7283172607422,193
502.30287170410156,333.25479888916016,194
502.59849548339844,340.80428314208984,195
502.43772888183594,348.35731506347656,196
501.68804931640625,355.8736114501953,197
500.1522979736328,363.26708984375,198
497.5424041748047,370.3477096557617,199
327.09952545166016,241.6187973022461,200
327.77440643310547,234.10323333740234,201
330.08821868896484,226.93348693847656,202
334.4147033691406,220.77926635742188,203
340.41783905029297,216.231201171875,204
347.3365249633789,213.22454071044922,205
354.6621856689453,211.39635848999023,206
362.1527557373047,210.42518997192383,207
369.69940185546875,210.08635330200195,208
377.2530975341797,210.2363510131836,209
384.7884826660156,210.78533554077148,210
392.29310607910156,211.66331481933594,211
399.7602844238281,212.8169937133789,212
407.1864929199219,214.21028900146484,213
414.56971740722656,215.81646728515625,214
421.90904235839844,217.61348724365234,215
429.2030944824219,219.58544158935547,216
436.4510040283203,221.72161865234375,217
443.65016174316406,224.01611328125,218
450.79722595214844,226.46780395507812,219
457.8864288330078,229.08257293701172,220
461.49603271484375,232.2159194946289,221
454.8308563232422,235.7754669189453,222
448.1173400878906,239.24325561523438,223
441.35594177246094,242.61608123779297,224
434.5459747314453,245.88980102539062,225
427.685791015625,249.05750274658203,226
420.7705383300781,252.10282135009766,227
413.79820251464844,255.01497650146484,228
406.766357421875,257.77991485595703,229
399.667724609375,260.36854553222656,230
392.4980926513672,262.7532424926758,231
385.2539367675781,264.9009094238281,232
377.931640625,266.7642364501953,233
370.52685546875,268.26380157470703,234
363.0432434082031,269.2969055175781,235
355.5038299560547,269.7763671875,236
347.96508026123047,269.3578796386719,237
340.6367874145508,267.58953857421875,238
334.2151184082031,263.69580078125,239
329.86629486083984,257.57872772216797,240
327.7520446777344,250.3467254638672,241
450.8899688720703,261.5479736328125,242
451.7759704589844,267.64293670654297,243
448.5675964355469,274.4839172363281,244
445.4763641357422,281.3786849975586,245
442.2092590332031,286.8092498779297,246
436.86619567871094,281.4662094116211,247
431.52313232421875,276.1231689453125,248
426.1802062988281,270.7802429199219,249
430.8388214111328,267.3634948730469,250
437.73736572265625,264.2802047729492,251
444.58436584472656,261.08457946777344,252
396.29467010498047,283.31504821777344,253
401.6371612548828,288.65838623046875,254
406.9797668457031,294.0018615722656,255
412.3224182128906,299.3453369140625,256
417.66502380371094,304.6888122558594,257
423.00767517089844,310.03228759765625,258
428.3501434326172,315.37562561035156,259
430.85150146484375,321.4541778564453,260
428.9484405517578,328.76624298095703,261
427.3431091308594,336.14935302734375,262
426.1000061035156,343.6016311645508,263
422.5617218017578,343.52404022216797,264
417.21856689453125,338.18138885498047,265
411.87522888183594,332.838623046875,266
406.5318908691406,327.49583435058594,267
401.1885986328125,322.1530456542969,268
395.8452606201172,316.8102798461914,269
390.50208282470703,311.4676284790039,270
385.1587677001953,306.12483978271484,271
379.8154525756836,300.7820510864258,272
374.4721145629883,295.4392852783203,273
369.12879943847656,290.09649658203125,274
369.3840026855469,286.65917205810547,275
376.8301010131836,285.37935638427734,276
384.2056350708008,283.7396240234375,277
391.50909423828125,281.80335235595703,278
377.4551315307617,374.79113006591797,279
372.1122283935547,369.44822692871094,280
366.7691650390625,364.10516357421875,281
361.4261245727539,358.76212310791016,282
356.0830612182617,353.41905975341797,283
350.7400207519531,348.0760192871094,284
345.3970947265625,342.73309326171875,285
340.0540542602539,337.39005279541016,286
334.7109909057617,332.04698944091797,287
332.2271423339844,325.7560119628906,288
333.70709228515625,318.3477020263672,289
335.7104263305664,311.0637893676758,290
338.21727752685547,303.9372329711914,291
342.95977783203125,306.3537902832031,292
348.30281829833984,311.6968307495117,293
353.64585876464844,317.0398712158203,294
358.98878479003906,322.38279724121094,295
364.33184814453125,327.7258605957031,296
369.67488861083984,333.0689010620117,297
375.01792907714844,338.4119415283203,298
380.3609924316406,343.7550048828125,299
385.70391845703125,349.0979309082031,300
391.04695892333984,354.4409713745117,301
396.38999938964844,359.7840118408203,302
401.7330627441406,365.1270751953125,303
407.0761260986328,370.4701156616211,304
403.0378723144531,373.65262603759766,305
395.76453399658203,375.6948013305664,306
388.36890411376953,377.2373275756836,307
508.0958709716797,251.88796997070312,308
505.33001708984375,258.9197235107422,309
502.7564239501953,254.78128814697266,310
500.1220397949219,247.6996841430664,311
497.3259735107422,240.67996978759766,312
494.3373260498047,233.74038696289062,313
491.2450866699219,226.8549575805664,314
486.0619201660156,221.5807876586914,315
479.18699645996094,218.46920776367188,316
472.26116943359375,215.44831085205078,317
465.2492370605469,212.63327026367188,318
458.17079162597656,209.98962783813477,319
458.53709411621094,207.3835678100586,320
465.64662170410156,204.82530975341797,321
472.87205505371094,202.61846542358398,322
480.2447967529297,200.9762725830078,323
487.7542724609375,200.19586563110352,324
495.2732696533203,200.76456832885742,325
502.30548095703125,203.42194366455078,326
507.8768310546875,208.46470260620117,327
511.57720947265625,215.0194320678711,328
513.3186798095703,222.35189056396484,329
513.4461669921875,229.89643096923828,330
512.4117584228516,237.37596893310547,331
510.55804443359375,244.69837951660156,332
288.4100036621094,417.1280212402344,333
281.50445556640625,413.90733337402344,334
279.5433044433594,406.54429626464844,335
283.92952728271484,400.31605529785156,336
291.0799560546875,397.0393829345703,337
298.18465423583984,393.6623229980469,338
305.8030090332031,393.6618423461914,339
310.6968002319336,399.5004577636719,340
309.3597412109375,407.00160217285156,341
302.94612884521484,411.36390686035156,342
295.8092269897461,414.6725311279297,343
112.55599784851074,562.2859802246094,344
105.8643856048584,559.3113861083984,345
103.5997543334961,552.3483428955078,346
107.25991821289062,546.0063018798828,347
114.2235107421875,543.1886749267578,348
121.27863311767578,540.5287475585938,349
128.23412322998047,537.6184234619141,350
135.0708122253418,534.4393005371094,351
142.27652740478516,532.9019927978516,352
148.28603744506836,537.0827026367188,353
149.20379638671875,544.3463592529297,354
144.42372512817383,549.8919830322266,355
137.61895370483398,553.1390838623047,356
130.7001075744629,556.1356048583984,357
123.68376922607422,558.896240234375,358
116.5837173461914,561.4340362548828,359
162.7438735961914,533.7615356445312,360
157.61900329589844,528.5320892333984,361
158.07879257202148,521.22412109375,362
163.26002502441406,515.8103790283203,363
168.61705017089844,510.5043029785156,364
173.8495635986328,505.0753173828125,365
178.94902801513672,499.52122497558594,366
184.8458709716797,495.0470886230469,367
192.08626174926758,496.1308898925781,368
196.12577438354492,502.2379150390625,369
194.28835678100586,509.3233642578125,370
189.2572479248047,514.9390716552734,371
184.08455276489258,520.4250946044922,372
178.7904815673828,525.7940673828125,373
173.33189010620117,530.9942169189453,374
166.77248001098633,534.3640899658203,375
199.6872901916504,486.3490753173828,376
196.88843154907227,479.5840148925781,377
199.78182983398438,472.76507568359375,378
203.81233596801758,466.3931427001953,379
207.56246185302734,459.8523406982422,380
210.9932746887207,453.13868713378906,381
214.7930450439453,446.702392578125,382
221.77078247070312,444.48370361328125,383
228.08412170410156,448.19667053222656,384
229.55455017089844,455.36863708496094,385
226.55970001220703,462.2744598388672,386
223.08820343017578,468.9673767089844,387
219.33364868164062,475.50575256347656,388
215.32434844970703,481.8911895751953,389
210.48009872436523,487.5641174316406,390
169.6012191772461,450.224609375,391
164.1028938293457,445.3883819580078,392
164.02063369750977,438.06695556640625,393
169.40359115600586,433.1028289794922,394
176.86724472045898,432.1353454589844,395
184.3433837890625,431.15728759765625,396
191.78342819213867,429.9338684082031,397
199.18429946899414,428.49195861816406,398
206.5064239501953,429.1168975830078,399
210.9980697631836,434.89707946777344,400
209.69779205322266,442.1014099121094,401
203.4779052734375,445.9784851074219,402
196.08171463012695,447.44451904296875,403
188.64830780029297,448.70794677734375,404
181.18085479736328,449.75050354003906,405
173.68305206298828,450.5460968017578,406
135.9504623413086,449.40667724609375,407
128.5863037109375,447.7956237792969,408
121.38173294067383,445.5791320800781,409
114.41778564453125,442.69627380371094,410
107.83046913146973,439.0450134277344,411
104.37885665893555,432.5881652832031,412
106.86498260498047,425.70188903808594,413
113.64743232727051,422.9423522949219,414
120.58077239990234,425.65977478027344,415
127.4979362487793,428.646728515625,416
134.72813034057617,430.77345275878906,417
142.1353302001953,432.16990661621094,418
148.77378463745117,435.30870056152344,419
150.94047164916992,442.30213928222656,420
147.19688034057617,448.5926818847656,421
229.60277557373047,438.1532897949219,422
223.7421875,433.76292419433594,423
220.9296417236328,426.8558654785156,424
221.2651596069336,419.3845672607422,425
221.80838775634766,411.8665771484375,426
221.62750244140625,404.33160400390625,427
220.67901611328125,396.8547897338867,428
221.7335205078125,389.5958480834961,429
227.80026245117188,385.5001907348633,430
234.90269470214844,387.2769088745117,431
238.4030532836914,393.7284469604492,432
239.42361450195312,401.197021484375,433
239.8207015991211,408.72471618652344,434
239.61457061767578,416.26023864746094,435
245.5884552001953,415.3493347167969,436
252.69166564941406,412.8197784423828,437
259.8656463623047,410.5994415283203,438
266.6976547241211,413.2379913330078,439
269.3164520263672,420.0741424560547,440
265.98388671875,426.5951232910156,441
259.1236114501953,429.6358642578125,442
252.02296447753906,432.1725616455078,443
244.8846893310547,434.60145568847656,444
237.70823669433594,436.9150848388672,445
91.85676002502441,418.9154510498047,446
85.63346862792969,415.0578308105469,447
82.46579551696777,408.2257995605469,448
80.07957077026367,401.076171875,449
78.35068893432617,393.7391357421875,450
77.21661949157715,386.2864685058594,451
76.96824264526367,378.7842483520508,452
81.35641670227051,372.9222869873047,453
88.65102958679199,372.2345657348633,454
94.01998519897461,377.20750427246094,455
95.14362335205078,384.6300735473633,456
96.37928199768066,392.0656433105469,457
98.37913131713867,399.3315200805664,458
101.27737617492676,406.2861633300781,459
101.31578826904297,413.6069030761719,460
95.9067325592041,418.54136657714844,461
213.58876037597656,374.2603759765625,462
208.66318893432617,368.66151428222656,463
203.9700813293457,362.76380157470703,464
198.7273712158203,357.3484344482422,465
193.00822067260742,352.4383239746094,466
188.6328468322754,346.5258026123047,467
189.9918098449707,339.3316116333008,468
196.24188613891602,335.5211410522461,469
203.26395797729492,337.61122131347656,470
209.07373428344727,342.4150848388672,471
214.50982666015625,347.63777923583984,472
219.52648162841797,353.26451873779297,473
224.0772933959961,359.2740173339844,474
227.04225158691406,366.06761932373047,475
224.3405990600586,372.87303161621094,476
90.00143814086914,360.16951751708984,477
83.51840591430664,356.76517486572266,478
81.71017074584961,349.6696090698242,479
84.8398666381836,342.85069274902344,480
89.15959930419922,336.67852783203125,481
94.3254508972168,331.19495391845703,482
100.21819686889648,326.5005416870117,483
106.69827651977539,322.65601348876953,484
113.95428848266602,321.5376968383789,485
119.65979766845703,326.12428283691406,486
120.07110977172852,333.43360137939453,487
114.93024635314941,338.66222381591797,488
108.56358909606934,342.6789855957031,489
103.18264579772949,347.93914794921875,490
99.09374046325684,354.2564010620117,491
93.981201171875,359.5203399658203,492
166.8813018798828,338.22801208496094,493
159.66605377197266,336.04608154296875,494
152.29204177856445,334.4829330444336,495
144.8079605102539,333.5865173339844,496
137.38995742797852,332.59461212158203,497
132.54853439331055,327.10066986083984,498
133.4166603088379,319.8384780883789,499
139.44649505615234,315.65248107910156,500
146.96030807495117,315.6980972290039,501
154.44453811645508,316.6005325317383,502
161.8419303894043,318.05262756347656,503
169.11862182617188,320.02323150634766,504
176.0992889404297,322.78958892822266,505
179.76415634155273,329.1289520263672,506
177.50460052490234,336.0942153930664,507
67.98800086975098,572.8160095214844,508
61.525404930114746,570.0661773681641,509
59.003573417663574,563.5114593505859,510
61.961639404296875,557.1410827636719,511
68.58033561706543,554.6353759765625,512
75.69787406921387,553.4539337158203,513
82.80352210998535,552.2530822753906,514
89.26763153076172,555.0018615722656,515
91.78731155395508,561.5575408935547,516
88.83028984069824,567.9289703369141,517
82.23010444641113,570.5415191650391,518
75.12899971008301,571.8184051513672,519
