x,y
588.1853790283203,233.21361541748047
589.5444793701172,225.79972076416016
588.9730072021484,218.28761291503906
586.4474334716797,211.18894577026367
582.2178344726562,204.9504737854004
492.6420440673828,377.6621780395508
486.6797637939453,382.24908447265625
479.5959167480469,384.80677032470703
472.0981140136719,385.6450958251953
464.55531311035156,385.29893493652344
457.1903533935547,383.68028259277344
450.6244201660156,380.0281982421875
446.09169006347656,374.0542449951172
443.81935119628906,366.8597106933594
442.964111328125,359.3610153198242
443.1507873535156,351.81116485595703
444.02928161621094,344.3080520629883
445.41200256347656,336.88063049316406
447.2036895751953,329.5408477783203
449.3055114746094,322.2833251953125
451.6528778076172,315.1012878417969
454.20252990722656,307.9885787963867
456.922607421875,300.9391326904297
459.79136657714844,293.9488983154297
462.7917785644531,287.01407623291016
465.91363525390625,280.13301849365234
469.1482391357422,273.3043746948242
472.4840545654297,266.5243682861328
475.91783142089844,259.7935256958008
479.44911193847656,253.1134262084961
482.9093475341797,252.73121643066406
485.57554626464844,259.8010787963867
488.06394958496094,266.9356002807617
490.38641357421875,274.1258544921875
492.5467834472656,281.36641693115234
494.5434112548828,288.6538314819336
496.3692932128906,295.98585510253906
498.01243591308594,303.36104583740234
499.4560852050781,310.77782440185547
500.67689514160156,318.23431396484375
501.6409454345703,325.7283172607422
502.30287170410156,333.25479888916016
502.59849548339844,340.80428314208984
502.43772888183594,348.35731506347656
501.68804931640625,355.8736114501953
500.1522979736328,363.26708984375
497.5424041748047,370.3477096557617
327.09952545166016,241.6187973022461
327.77440643310547,234.10323333740234
330.08821868896484,226.93348693847656
334.4147033691406,220.77926635742188
340.41783905029297,216.231201171875
347.3365249633789,213.22454071044922
354.6621856689453,211.39635848999023
362.1527557373047,210.42518997192383
369.69940185546875,210.08635330200195
377.2530975341797,210.2363510131836
384.7884826660156,210.78533554077148
392.29310607910156,211.66331481933594
399.7602844238281,212.8169937133789
407.1864929199219,214.21028900146484
414.56971740722656,215.81646728515625
421.90904235839844,217.61348724365234
429.2030944824219,219.58544158935547
436.4510040283203,221.72161865234375
443.65016174316406,224.01611328125
450.79722595214844,226.46780395507812
457.8864288330078,229.08257293701172
461.49603271484375,232.2159194946289
454.8308563232422,235.7754669189453
448.1173400878906,239.24325561523438
441.35594177246094,242.61608123779297
434.5459747314453,245.88980102539062
427.685791015625,249.05750274658203
420.7705383300781,252.10282135009766
413.79820251464844,255.01497650146484
406.766357421875,257.77991485595703
399.667724609375,260.36854553222656
392.4980926513672,262.7532424926758
385.2539367675781,264.9009094238281
377.931640625,266.7642364501953
370.52685546875,268.26380157470703
363.0432434082031,269.2969055175781
355.5038299560547,269.7763671875
347.96508026123047,269.3578796386719
340.6367874145508,267.58953857421875
334.2151184082031,263.69580078125
329.86629486083984,257.57872772216797
327.7520446777344,250.3467254638672
450.8899688720703,261.5479736328125
451.7759704589844,267.64293670654297
448.5675964355469,274.4839172363281
445.4763641357422,281.3786849975586
442.2092590332031,286.8092498779297
436.86619567871094,281.4662094116211
431.52313232421875,276.1231689453125
426.1802062988281,270.7802429199219
430.8388214111328,267.3634948730469
437.73736572265625,264.2802047729492
444.58436584472656,261.08457946777344
396.29467010498047,283.31504821777344
401.6371612548828,288.65838623046875
406.9797668457031,294.0018615722656
412.3224182128906,299.3453369140625
417.66502380371094,304.6888122558594
423.00767517089844,310.03228759765625
428.3501434326172,315.37562561035156
430.85150146484375,321.4541778564453
428.9484405517578,328.76624298095703
427.3431091308594,336.14935302734375
426.1000061035156,343.6016311645508
422.5617218017578,343.52404022216797
417.21856689453125,338.18138885498047
411.87522888183594,332.838623046875
406.5318908691406,327.49583435058594
401.1885986328125,322.1530456542969
395.8452606201172,316.8102798461914
390.50208282470703,311.4676284790039
385.1587677001953,306.12483978271484
379.8154525756836,300.7820510864258
374.4721145629883,295.4392852783203
369.12879943847656,290.09649658203125
369.3840026855469,286.65917205810547
376.8301010131836,285.37935638427734
384.2056350708008,283.7396240234375
391.50909423828125,281.80335235595703
377.4551315307617,374.79113006591797
372.1122283935547,369.44822692871094
366.7691650390625,364.10516357421875
361.4261245727539,358.76212310791016
356.0830612182617,353.41905975341797
350.7400207519531,348.0760192871094
345.3970947265625,342.73309326171875
340.0540542602539,337.39005279541016
334.7109909057617,332.04698944091797
332.2271423339844,325.7560119628906
333.70709228515625,318.3477020263672
335.7104263305664,311.0637893676758
338.21727752685547,303.9372329711914
342.95977783203125,306.3537902832031
348.30281829833984,311.6968307495117
353.64585876464844,317.0398712158203
358.98878479003906,322.38279724121094
364.33184814453125,327.7258605957031
369.67488861083984,333.0689010620117
375.01792907714844,338.4119415283203
380.3609924316406,343.7550048828125
385.70391845703125,349.0979309082031
391.04695892333984,354.4409713745117
396.38999938964844,359.7840118408203
401.7330627441406,365.1270751953125
407.0761260986328,370.4701156616211
403.0378723144531,373.65262603759766
395.76453399658203,375.6948013305664
388.36890411376953,377.2373275756836
508.0958709716797,251.88796997070312
505.33001708984375,258.9197235107422
502.7564239501953,254.78128814697266
500.1220397949219,247.6996841430664
497.3259735107422,240.67996978759766
494.3373260498047,233.74038696289062
491.2450866699219,226.8549575805664
486.0619201660156,221.5807876586914
479.18699645996094,218.46920776367188
472.26116943359375,215.44831085205078
465.2492370605469,212.63327026367188
458.17079162597656,209.98962783813477
458.53709411621094,207.3835678100586
465.64662170410156,204.82530975341797
472.87205505371094,202.61846542358398
480.2447967529297,200.9762725830078
487.7542724609375,200.19586563110352
495.2732696533203,200.76456832885742
502.30548095703125,203.42194366455078
507.8768310546875,208.46470260620117
511.57720947265625,215.0194320678711
513.3186798095703,222.35189056396484
513.4461669921875,229.89643096923828
512.4117584228516,237.37596893310547
510.55804443359375,244.69837951660156
288.4100036621094,417.1280212402344
281.50445556640625,413.90733337402344
279.5433044433594,406.54429626464844
283.92952728271484,400.31605529785156
291.0799560546875,397.0393829345703
298.18465423583984,393.6623229980469
305.8030090332031,393.6618423461914
310.6968002319336,399.5004577636719
309.3597412109375,407.00160217285156
302.94612884521484,411.36390686035156
295.8092269897461,414.6725311279297
112.55599784851074,562.2859802246094
105.8643856048584,559.3113861083984
103.5997543334961,552.3483428955078
107.25991821289062,546.0063018798828
114.2235107421875,543.1886749267578
121.27863311767578,540.5287475585938
128.23412322998047,537.6184234619141
135.0708122253418,534.4393005371094
142.27652740478516,532.9019927978516
148.28603744506836,537.0827026367188
149.20379638671875,544.3463592529297
144.42372512817383,549.8919830322266
137.61895370483398,553.1390838623047
130.7001075744629,556.1356048583984
123.68376922607422,558.896240234375
116.5837173461914,561.4340362548828
162.7438735961914,533.7615356445312
157.61900329589844,528.5320892333984
158.07879257202148,521.22412109375
163.26002502441406,515.8103790283203
168.61705017089844,510.5043029785156
173.8495635986328,505.0753173828125
178.94902801513672,499.52122497558594
184.8458709716797,495.0470886230469
192.08626174926758,496.1308898925781
196.12577438354492,502.2379150390625
194.28835678100586,509.3233642578125
189.2572479248047,514.9390716552734
184.08455276489258,520.4250946044922
178.7904815673828,525.7940673828125
173.33189010620117,530.9942169189453
166.77248001098633,534.3640899658203
199.6872901916504,486.3490753173828
196.88843154907227,479.5840148925781
199.78182983398438,472.76507568359375
203.81233596801758,466.3931427001953
207.56246185302734,459.8523406982422
210.9932746887207,453.13868713378906
214.7930450439453,446.702392578125
221.77078247070312,444.48370361328125
228.08412170410156,448.19667053222656
229.55455017089844,455.36863708496094
226.55970001220703,462.2744598388672
223.08820343017578,468.9673767089844
219.33364868164062,475.50575256347656
215.32434844970703,481.8911895751953
210.48009872436523,487.5641174316406
169.6012191772461,450.224609375
164.1028938293457,445.3883819580078
164.02063369750977,438.06695556640625
169.40359115600586,433.1028289794922
176.86724472045898,432.1353454589844
184.3433837890625,431.15728759765625
191.78342819213867,429.9338684082031
199.18429946899414,428.49195861816406
206.5064239501953,429.1168975830078
210.9980697631836,434.89707946777344
209.69779205322266,442.1014099121094
203.4779052734375,445.9784851074219
196.08171463012695,447.44451904296875
188.64830780029297,448.70794677734375
181.18085479736328,449.75050354003906
173.68305206298828,450.5460968017578
135.9504623413086,449.40667724609375
128.5863037109375,447.7956237792969
121.38173294067383,445.5791320800781
114.41778564453125,442.69627380371094
107.83046913146973,439.0450134277344
104.37885665893555,432.5881652832031
106.86498260498047,425.70188903808594
113.64743232727051,422.9423522949219
120.58077239990234,425.65977478027344
127.4979362487793,428.646728515625
134.72813034057617,430.77345275878906
142.1353302001953,432.16990661621094
148.77378463745117,435.30870056152344
150.94047164916992,442.30213928222656
147.19688034057617,448.5926818847656
229.60277557373047,438.1532897949219
223.7421875,433.76292419433594
220.9296417236328,426.8558654785156
221.2651596069336,419.3845672607422
221.80838775634766,411.8665771484375
221.62750244140625,404.33160400390625
220.67901611328125,396.8547897338867
221.7335205078125,389.5958480834961
227.80026245117188,385.5001907348633
234.90269470214844,387.2769088745117
238.4030532836914,393.7284469604492
239.42361450195312,401.197021484375
239.8207015991211,408.72471618652344
239.61457061767578,416.26023864746094
245.5884552001953,415.3493347167969
252.69166564941406,412.8197784423828
259.8656463623047,410.5994415283203
266.6976547241211,413.2379913330078
269.3164520263672,420.0741424560547
265.98388671875,426.5951232910156
259.1236114501953,429.6358642578125
252.02296447753906,432.1725616455078
244.8846893310547,434.60145568847656
237.70823669433594,436.9150848388672
91.85676002502441,418.9154510498047
85.63346862792969,415.0578308105469
82.46579551696777,408.2257995605469
80.07957077026367,401.076171875
78.35068893432617,393.7391357421875
77.21661949157715,386.2864685058594
76.96824264526367,378.7842483520508
81.35641670227051,372.9222869873047
88.65102958679199,372.2345657348633
94.01998519897461,377.20750427246094
95.14362335205078,384.6300735473633
96.37928199768066,392.0656433105469
98.37913131713867,399.3315200805664
101.27737617492676,406.2861633300781
101.31578826904297,413.6069030761719
95.9067325592041,418.54136657714844
213.58876037597656,374.2603759765625
208.66318893432617,368.66151428222656
203.9700813293457,362.76380157470703
198.7273712158203,357.3484344482422
193.00822067260742,352.4383239746094
188.6328468322754,346.5258026123047
189.9918098449707,339.3316116333008
196.24188613891602,335.5211410522461
203.26395797729492,337.61122131347656
209.07373428344727,342.4150848388672
214.50982666015625,347.63777923583984
219.52648162841797,353.26451873779297
224.0772933959961,359.2740173339844
227.04225158691406,366.06761932373047
224.3405990600586,372.87303161621094
90.00143814086914,360.16951751708984
83.51840591430664,356.76517486572266
81.71017074584961,349.6696090698242
84.8398666381836,342.85069274902344
89.15959930419922,336.67852783203125
94.3254508972168,331.19495391845703
100.21819686889648,326.5005416870117
106.69827651977539,322.65601348876953
113.95428848266602,321.5376968383789
119.65979766845703,326.12428283691406
120.07110977172852,333.43360137939453
114.93024635314941,338.66222381591797
108.56358909606934,342.6789855957031
103.18264579772949,347.93914794921875
99.09374046325684,354.2564010620117
93.981201171875,359.5203399658203
166.8813018798828,338.22801208496094
159.66605377197266,336.04608154296875
152.29204177856445,334.4829330444336
144.8079605102539,333.5865173339844
137.38995742797852,332.59461212158203
132.54853439331055,327.10066986083984
133.4166603088379,319.8384780883789
139.44649505615234,315.65248107910156
146.96030807495117,315.6980972290039
154.44453811645508,316.6005325317383
161.8419303894043,318.05262756347656
169.11862182617188,320.02323150634766
176.0992889404297,322.78958892822266
179.76415634155273,329.1289520263672
177.50460052490234,336.0942153930664
67.98800086975098,572.8160095214844
61.525404930114746,570.0661773681641
59.003573417663574,563.5114593505859
61.961639404296875,557.1410827636719
68.58033561706543,554.6353759765625
75.69787406921387,553.4539337158203
82.80352210998535,552.2530822753906
89.26763153076172,555.0018615722656
91.78731155395508,561.5575408935547
88.83028984069824,567.9289703369141
82.23010444641113,570.5415191650391
75.12899971008301,571.8184051513672
